user_000001	2009-05-04T23:08:57Z	f1b1cf71-bd35-4e99-8624-24a6e15f133a	Deep Dish		Fuck Me Im Famous (Pacha Ibiza)-09-28-2007
user_000001	2009-05-04T22:54:10Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		Composition 0919 (Live_2009_4_15)
user_000002	2009-05-10T18:52:04Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		Mc2 (Live_2009_4_15)
user_000002	2009-05-10T18:42:52Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		Hibari (Live_2009_4_15)
user_000003	2009-05-04T13:42:11Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		Mc1 (Live_2009_4_15)
user_000003	2009-05-04T13:38:31Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		To Stanford (Live_2009_4_15)
user_000004	2009-05-04T13:33:28Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		Fuck Me Im Famous (Pacha Ibiza)-09-28-2007
user_000005	2009-05-04T13:23:45Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		Glacier (Live_2009_4_15)
user_000005	2009-05-04T13:19:22Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		Parolibre (Live_2009_4_15)
user_000005	2009-05-04T13:13:38Z	a7f7df4a-77d8-4f12-8acd-5c60c93f4de8	坂本龍一		Bibo No Aozora (Live_2009_4_15)
user_000006	2009-05-09T23:35:57Z	f1b1cf71-bd35-4e99-8624-24a6e15f133a	Deep Dish		Parolibre (Live_2009_4_15)
user_000006	2009-05-09T23:50:57Z	f1b1cf71-bd35-4e99-8624-24a6e15f133a	Deep Dish		Glacier (Live_2009_4_15)
user_000006	2009-05-10T00:01:57Z	f1b1cf71-bd35-4e99-8624-24a6e15f133a	Deep Dish		Fuck Me Im Famous (Pacha Ibiza)-09-28-2007
user_000006	2009-04-09T23:35:57Z	f1b1cf71-bd35-4e99-8624-24a6e15f133a	Deep Dish		Parolibre (Live_2009_4_15)
user_000006	2009-04-09T23:50:57Z	f1b1cf71-bd35-4e99-8624-24a6e15f133a	Deep Dish		Glacier (Live_2009_4_15)
user_000006	2009-04-10T00:01:57Z	f1b1cf71-bd35-4e99-8624-24a6e15f133a	Deep Dish		Fuck Me Im Famous (Pacha Ibiza)-09-28-2007
